,DeviceUser_id,Channel_id,Session_start,Session_end,Duration
134365,5e3d2716ffc977001ea26dfd,57ea31912bb6581000092e89,2021-01-15 04:51:03.046000+00:00,2021-01-15 04:51:03.046000+00:00,0.0
135317,5e3d2716ffc977001ea26dfd,57ea31912bb6581000092e89,2021-01-15 04:52:48.166000+00:00,2021-01-15 04:52:48.166000+00:00,0.0
167362,5e3d2716ffc977001ea26dfd,57ea31912bb6581000092e89,2021-01-15 05:43:13.083000+00:00,2021-01-15 05:49:28.083000+00:00,375.0
487283,5e3d271affc977001ea26e0b,57ea31912bb6581000092e89,2021-01-15 09:06:52.247000+00:00,2021-01-15 09:07:07.247000+00:00,15.0
505294,5e3d271affc977001ea26e0b,57ea31912bb6581000092e89,2021-01-15 09:14:09.415000+00:00,2021-01-15 09:14:09.415000+00:00,0.0
512271,5e3d271affc977001ea26e0b,57ea31912bb6581000092e89,2021-01-15 09:16:54.175000+00:00,2021-01-15 09:16:54.175000+00:00,0.0
339025,5e3d2725ffc977001ea26e2b,57ea31912bb6581000092e89,2021-01-15 07:58:26.533000+00:00,2021-01-15 07:58:26.533000+00:00,0.0
500666,5e3d2785ffc977001ea26ecb,57ea31912bb6581000092e89,2021-01-15 09:12:16.848000+00:00,2021-01-15 09:28:31.848000+00:00,975.0
187048,5e3d27b5ffc977001ea26f47,57ea31912bb6581000092e89,2021-01-15 06:10:35.848000+00:00,2021-01-15 06:10:35.848000+00:00,0.0
210916,5e3d27b5ffc977001ea26f47,57ea31912bb6581000092e89,2021-01-15 06:37:06.446000+00:00,2021-01-15 06:37:06.446000+00:00,0.0
236653,5e3d27b5ffc977001ea26f47,57ea31912bb6581000092e89,2021-01-15 07:01:16.179000+00:00,2021-01-15 07:01:16.179000+00:00,0.0
238154,5e3d27b5ffc977001ea26f47,57ea31912bb6581000092e89,2021-01-15 07:02:30.111000+00:00,2021-01-15 07:02:30.111000+00:00,0.0
205014,5e3d27d6ffc977001ea26f91,57ea31912bb6581000092e89,2021-01-15 06:30:42.242000+00:00,2021-01-15 06:33:57.242000+00:00,195.0
401933,5e3d27efffc977001ea26fc1,57ea31912bb6581000092e89,2021-01-15 08:27:37.242000+00:00,2021-01-15 08:27:37.242000+00:00,0.0
388452,5e3d27f4ffc977001ea26fcb,57ea31912bb6581000092e89,2021-01-15 08:21:13.846000+00:00,2021-01-15 08:21:13.846000+00:00,0.0
434718,5e3d27f4ffc977001ea26fcb,57ea31912bb6581000092e89,2021-01-15 08:43:26.734000+00:00,2021-01-15 08:43:26.734000+00:00,0.0
324446,5e3d27fdffc977001ea26fd9,57ea31912bb6581000092e89,2021-01-15 07:51:58.147000+00:00,2021-01-15 07:54:28.147000+00:00,150.0
269769,5e3d2823ffc977001ea2702b,57ea31912bb6581000092e89,2021-01-15 07:23:46.404000+00:00,2021-01-15 07:23:46.404000+00:00,0.0
341953,5e3d2823ffc977001ea2702d,57ea31912bb6581000092e89,2021-01-15 07:59:42.817000+00:00,2021-01-15 07:59:57.817000+00:00,15.0
465074,5e3d284dffc977001ea27075,57ea31912bb6581000092e89,2021-01-15 08:57:28.263000+00:00,2021-01-15 09:00:28.263000+00:00,180.0
472617,5e3d284dffc977001ea27075,57ea31912bb6581000092e89,2021-01-15 09:00:45.928000+00:00,2021-01-15 09:05:00.928000+00:00,255.0
26468,5e3d415d88b36b001e86de3e,57ea31912bb6581000092e89,2021-01-15 00:38:53.824000+00:00,2021-01-15 00:38:53.824000+00:00,0.0
186966,5e3d415d88b36b001e86de3e,57ea31912bb6581000092e89,2021-01-15 06:10:29.728000+00:00,2021-01-15 06:12:59.728000+00:00,150.0
224883,5e3d415d88b36b001e86de3e,57ea31912bb6581000092e89,2021-01-15 06:50:38.801000+00:00,2021-01-15 06:50:38.801000+00:00,0.0
175457,5e3d4162cda2a5001e341177,57ea31912bb6581000092e89,2021-01-15 05:54:37.535000+00:00,2021-01-15 05:54:52.535000+00:00,15.0
180321,5e3d4162cda2a5001e341177,57ea31912bb6581000092e89,2021-01-15 06:01:28.602000+00:00,2021-01-15 06:01:43.602000+00:00,15.0
227595,5e3d4162cda2a5001e341177,57ea31912bb6581000092e89,2021-01-15 06:53:22.863000+00:00,2021-01-15 06:54:07.863000+00:00,45.0
