,DeviceUser_id,Channel_id,Session_start,Session_end,Duration
29136,5e3d2791ffc977001ea26ee3,57ea31912bb6581000092e89,2021-01-16 00:24:54.562000+00:00,2021-01-16 00:24:54.562000+00:00,0.0
245044,5e3d27b5ffc977001ea26f47,57ea31912bb6581000092e89,2021-01-16 06:14:37.142000+00:00,2021-01-16 06:14:37.142000+00:00,0.0
322431,5e3d27b5ffc977001ea26f47,57ea31912bb6581000092e89,2021-01-16 07:05:16.691000+00:00,2021-01-16 07:05:16.691000+00:00,0.0
329386,5e3d27e1ffc977001ea26fa1,57ea31912bb6581000092e89,2021-01-16 07:08:39.801000+00:00,2021-01-16 07:14:09.801000+00:00,330.0
343203,5e3d27e1ffc977001ea26fa1,57ea31912bb6581000092e89,2021-01-16 07:14:42.011000+00:00,2021-01-16 07:14:57.011000+00:00,15.0
315439,5e3d280bffc977001ea26ff5,57ea31912bb6581000092e89,2021-01-16 07:01:47.003000+00:00,2021-01-16 07:02:17.003000+00:00,30.0
35407,5e3d415d88b36b001e86de3e,57ea31912bb6581000092e89,2021-01-16 00:31:31.666000+00:00,2021-01-16 00:31:31.666000+00:00,0.0
230068,5e3d415d88b36b001e86de3e,57ea31912bb6581000092e89,2021-01-16 05:59:27.931000+00:00,2021-01-16 05:59:27.931000+00:00,0.0
233585,5e3d415d88b36b001e86de3e,57ea31912bb6581000092e89,2021-01-16 06:03:38.002000+00:00,2021-01-16 06:03:38.002000+00:00,0.0
301659,5e3d4161358de0001e41516c,57ea31912bb6581000092e89,2021-01-16 06:54:33.784000+00:00,2021-01-16 06:54:33.784000+00:00,0.0
106641,5e3d4163358de0001e4151d0,57ea31912bb6581000092e89,2021-01-16 02:12:01.052000+00:00,2021-01-16 02:12:01.052000+00:00,0.0
323353,5e3d4174358de0001e415b36,57ea31912bb6581000092e89,2021-01-16 07:05:44.115000+00:00,2021-01-16 07:07:14.115000+00:00,90.0
198513,5e3d417fcda2a5001e341cb1,57ea31912bb6581000092e89,2021-01-16 05:15:19.094000+00:00,2021-01-16 05:15:19.094000+00:00,0.0
268609,5e3d4194cda2a5001e34202f,57ea31912bb6581000092e89,2021-01-16 06:34:46.094000+00:00,2021-01-16 06:45:01.094000+00:00,615.0
286279,5e3d4194cda2a5001e34202f,57ea31912bb6581000092e89,2021-01-16 06:45:21.593000+00:00,2021-01-16 06:47:21.593000+00:00,120.0
306298,5e3d419ccda2a5001e34210d,57ea31912bb6581000092e89,2021-01-16 06:57:09.441000+00:00,2021-01-16 07:09:39.441000+00:00,750.0
332198,5e3d419ccda2a5001e34210d,57ea31912bb6581000092e89,2021-01-16 07:09:59.643000+00:00,2021-01-16 07:10:14.643000+00:00,15.0
331745,5e3d41a1358de0001e4161fc,57ea31912bb6581000092e89,2021-01-16 07:09:47.014000+00:00,2021-01-16 07:09:47.014000+00:00,0.0
340142,5e3d41a1358de0001e4161fc,57ea31912bb6581000092e89,2021-01-16 07:13:28.494000+00:00,2021-01-16 07:13:28.494000+00:00,0.0
112203,5e3d41b7cda2a5001e342331,57ea31912bb6581000092e89,2021-01-16 02:22:01.445000+00:00,2021-01-16 02:22:01.445000+00:00,0.0
151561,5e3d41b7cda2a5001e342331,57ea31912bb6581000092e89,2021-01-16 03:43:21.990000+00:00,2021-01-16 03:43:21.990000+00:00,0.0
47226,5e3d41c388b36b001e87112c,57ea31912bb6581000092e89,2021-01-16 00:44:42.289000+00:00,2021-01-16 00:56:12.289000+00:00,690.0
61310,5e3d41c388b36b001e87112c,57ea31912bb6581000092e89,2021-01-16 01:02:10.504000+00:00,2021-01-16 01:02:10.504000+00:00,0.0
68687,5e3d41c388b36b001e87112c,57ea31912bb6581000092e89,2021-01-16 01:12:03.342000+00:00,2021-01-16 01:12:03.342000+00:00,0.0
255655,5e3d41e888b36b001e8713cf,57ea31912bb6581000092e89,2021-01-16 06:24:00.106000+00:00,2021-01-16 06:28:00.106000+00:00,240.0
293722,5e3d41e888b36b001e8713cf,57ea31912bb6581000092e89,2021-01-16 06:49:34.681000+00:00,2021-01-16 06:49:49.681000+00:00,15.0
300729,5e3d41e888b36b001e8713cf,57ea31912bb6581000092e89,2021-01-16 06:54:00.763000+00:00,2021-01-16 06:54:45.763000+00:00,45.0
302862,5e3d41e888b36b001e8713cf,57ea31912bb6581000092e89,2021-01-16 06:55:16.058000+00:00,2021-01-16 07:01:01.058000+00:00,345.0
108651,5e3d41eb358de0001e416754,57ea31912bb6581000092e89,2021-01-16 02:15:38.262000+00:00,2021-01-16 02:15:53.262000+00:00,15.0
62825,5e3d41ed358de0001e416778,57ea31912bb6581000092e89,2021-01-16 01:04:10.690000+00:00,2021-01-16 01:04:10.690000+00:00,0.0
336595,5e3d420ccda2a5001e342992,57ea31912bb6581000092e89,2021-01-16 07:11:58.521000+00:00,2021-01-16 07:14:58.521000+00:00,180.0
136790,5e3d421e88b36b001e8717ff,57ea31912bb6581000092e89,2021-01-16 03:11:44.808000+00:00,2021-01-16 03:13:44.808000+00:00,120.0
199944,5e3d4225cda2a5001e342b6c,57ea31912bb6581000092e89,2021-01-16 05:17:25.066000+00:00,2021-01-16 05:34:10.066000+00:00,1005.0
